food_id,N_0,N_1,N_2,N_3,N_4,N_5,N_6,N_7,N_8,N_9,N_10,N_11,N_12,N_13,N_14,N_15,N_16,N_17,N_18,N_19,N_20,N_21,N_22,N_23,N_24,N_25,N_26,N_27,N_28,N_29,N_30,N_31,N_32,N_33,N_34,N_35,N_36,N_37,N_38,N_39,N_40,N_41,N_42,N_43,N_44,N_45,N_46,N_47,N_48,N_49,N_50,N_51,N_52,N_53,N_54,N_55,N_56,N_57,N_58,N_59,N_60,N_61,N_62,N_63,N_64,N_65,N_66,N_67,N_68,N_69,N_70,N_71,N_72,N_73,N_74,N_75,N_76,N_77,N_78,N_79,N_80,N_81,N_82,N_83,N_84,N_85,N_86,N_87,N_88,N_89,N_90,N_91,N_92,N_93,N_94,N_95,N_96,N_97,N_98,N_99,N_100,N_101,N_102,N_103,N_104,N_105,N_106,N_107,N_108,N_109,N_110,N_111,N_112,N_113,N_114,N_115,N_116,N_117,N_118,N_119,N_120,N_121,N_122,N_123,N_124,N_125,N_126,N_127,N_128,N_129,N_130,N_131,N_132,N_133,N_134,N_135,N_136,N_137,N_138,N_139,N_140,N_141,N_142,N_143,N_144,N_145,N_146,N_147,N_148,N_149,N_150,N_151,N_152,N_153,N_154,N_155,N_156,N_157,N_158,N_159,N_160,N_161,N_162,N_163,N_164,N_165,N_166,N_167,N_168,N_169,N_170,N_171,N_172,N_173,N_174,N_175,N_176,N_177,N_178,N_179,N_180,N_181,N_182,N_183,N_184,N_185,N_186,N_187,N_188,N_189,N_190,N_191,N_192,N_193,N_194,N_195,N_196,N_197,N_198,N_199,N_200,N_201,N_202,N_203,N_204,N_205,N_206,N_207,N_208,N_209,N_210,N_211
food_195,,,,,,,0.39,,,,,,,,8.0,,,5.9,,4.0,333.0,,,,,,,,,,,,,0.028,,10.0,,,,,,,64.0,,,,,,,,,0.0,,,,,,1.1,,3.0,3.0,3.0,0.0,1.04,0.0,,,0.99,,,,,,,0.35,,0.0,,,299.0,0.0,,11.0,,0.0,0.067,,,,,,,,,,,,,,,,1.45,,,0.22,,12.0,,,,,200.0,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.4,,,,,,,,,,,,,,,,,,4.0,,,1.72,3.74,,,,,,,,0.045,,0.0,0.0,0.2,0.01,0.0,0.0,0.01,,,0.22,,,,,568.0,28.0,,,0.107,3.2,,,,,,0.75,,,,14.6,93.05,,0.1
food_200,,,,,,,0.8,,,,,,,,2.0,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,55.0,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,0.7,,,,,11900.0,,,,,68.0,,,,,,,,,,,89.7,,
food_201,,,,,0.0,,,,,,,,,230.0,128.0,,,57.9,,0.0,0.0,,0.0,,,,,,12.0,,,,,3.788,,0.0,,,,,,,228.0,,,,,,4.57,0.44,8.07,,,,,,,37.0,,32.0,32.0,32.0,0.0,,,,,,,,,,,,13.86,,,,,38.0,0.0,,499.0,,,,,,,,0.0,,,,4.57,,0.0,,0.0,,,2.185,,,,,734.0,,,,,1524.0,,19.6,0.44,,,,,0.0,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,0.241,14.3,,0.0,,0.0,,0.02,,3.69,,4.25,,,,,0.0,0.0,0.0,21.0,,,,1.75,,,,,,,2057.0,0.078,,,,,,,,,,,13.7,,,,,,0.0,0.0,0.0,0.118,0.0,0.0,,,,,0.1,0.0,,,2.5,3.0,,6.81
food_217,,,,,0.0,,,,,,,,,0.0,2.0,,,0.2,,0.0,0.0,,0.0,,,,,,0.4,,,,,0.015,,0.0,,,,,,,1.0,,,,,,0.001,0.005,0.002,,,,,,,0.0,,1.0,1.0,1.0,0.0,,,,,,,,,,,,0.08,,,,,0.0,0.0,,1.0,,,,,,,,0.0,,,,0.0,,0.0,,0.0,,,0.0,,,,,0.0,,,,,9.0,,0.0,0.0,,,,,0.0,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,0.004,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,0.0,0.0,0.0,1.0,,,,0.0,,,,,,,0.0,0.01,,,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,99.7,,0.04
food_227,,,,,0.0,,,,,,,,,0.0,32.0,,,6.12,,2171.0,4786.0,,0.0,,,,,,8.0,,,,,0.04,,0.0,,,,,,,27.0,,,,,,0.02,0.075,0.034,,,,,,,1.2,,20.0,20.0,20.0,0.0,,,,,,,,,,,,0.33,,,,,308.0,1.0,,12.0,,,,,,,,0.002,,,,0.018000000000000002,,0.0,,0.0,,,0.353,,,,,33.0,,,,,276.0,,0.82,0.07,,,,,0.004,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,0.056,0.5,,0.0,,0.001,,0.001,,0.029,,0.002,,,,,0.0,0.0,0.0,73.0,,,,2.62,,,,,,,0.0,0.056,,,,,,,,,,,0.16,,,,,,489.0,0.0,0.0,0.146,5.8,0.0,,,,,0.72,0.0,,,22.4,92.15,,0.16
food_235,,,,0.971,,0.96,2.1,1.644,,,,,,,18.0,,,0.0,,,,,48.0,,,,,,,,,,,0.037000000000000005,,,,0.172,,,,,246.0,,,,,,0.61,0.88,0.75,,,,,,,0.0,,8.0,8.0,8.0,0.0,,,,,,2.396,0.77,,0.473,,,0.36,0.74,,1.305,,,,1.474,51.0,,,0.017,0.475,,,,,,,,,,,,,,,2.2,,,0.57,0.627,129.0,,,,,238.0,0.568,16.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.08,36.5,0.655,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,0.066,0.7040000000000001,,,,,,,,,,2.95,,0.18,0.542,0.8270000000000001,35.0,11.0,2.2,,0.21,1.7,,,,,,,,,,,76.95,,0.22
food_244,,,,0.33,0.0,0.54,7.08,1.86,,,9.7,,,0.0,168.0,,,67.14,,0.0,0.0,,0.0,,,,,,49.2,,,,,1.3,,0.0,,0.15,,,,,808.5,,,,,,0.449,0.7559999999999999,1.838,0.056,,0.056,,,,22.7,,20.0,20.0,20.0,0.0,0.45,0.0,,,0.38,1.14,0.47,,0.15,0.0,,55.0,0.47,0.0,0.81,,0.0,0.0,0.38,208.0,,0.0,19.8,0.14,0.154,,0.0,0.0,,0.16399999999999998,,0.131,0.075,0.0,,0.0,,0.0,1.35,,,0.542,0.53,299.0,,,,,2080.0,0.48,9.68,0.672,,,,,0.084,,0.003,0.081,,0.0,,0.0,0.0,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,0.15,6.2,0.28,0.848,,0.003,0.0,0.394,0.0,0.155,0.335,0.003,0.097,,0.0,0.0,0.0,0.0,0.003,27.0,,,2.38,3.21,,,0.056,,,,0.0,0.058,0.33,0.01,0.0,0.72,0.12,0.0,0.0,0.05,,,3.25,,0.17,0.32,0.66,0.0,0.0,0.0,0.0,0.107,0.7,0.0,0.0,,,,4.43,0.0,0.0,,13.4,12.85,,4.5
food_249,,,,,,,1.1,,,,,,,,19.0,,,3.7,,185.0,190.0,,0.0,,,,,,,,,,,0.034,,,,,,,,,44.0,,,,,,,,,0.0,,,,,,2.8,,72.0,72.0,72.0,0.0,,,,,,,,,,,,0.43,,,,,170.0,,,17.0,,,0.08900000000000001,,,,,,,,,,,,,,,,0.4,,,0.212,,31.0,,,,,296.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.04,0.2,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,0.04,,,,,,,,,,,0.17,,,,,471.0,24.0,0.0,,0.043,84.0,0.0,0.0,,,,,,,,,94.03,,0.8
food_254,,,,,0.0,,1.36,,,,,,,0.0,54.0,,,6.75,,0.0,0.0,,0.0,,,,,,6.0,,,,,0.061,,0.0,,,,,,,67.5,,,,,,0.003,0.01,0.006,0.0,,,,,,0.5,,85.0,85.0,85.0,0.0,,,,,,,,,,,,1.86,,,,,0.0,0.0,,67.0,,,0.373,,,,,0.001,,,,0.001,,0.001,,0.0,,,0.055,,,0.302,,5.0,,,,,226.0,,0.54,0.0,,,,,0.0,,,,,0.0,,,,,,,0.001,,,0.008,,,,,,0.0,,0.0,,,0.0,0.022,0.7,,0.0,,0.0,,0.0,,0.005,,0.0,,,,,0.0,0.0,0.0,9.0,,,,0.28,,,,,,,0.0,0.005,,,,,,,,,,,0.03,,,,,0.0,0.0,0.0,0.0,0.032,0.0,0.0,0.0,,,,0.87,0.0,,,2.3,91.32,,0.58
food_255,,,,,0.0,,4.7,,,,,,,0.0,72.0,,,12.29,,0.0,71.0,,0.0,,,,,,12.9,,,,,0.149,,0.0,,,,,,,127.0,,,,,,0.015,0.055,0.033,0.0,,,,,,1.3,,182.0,182.0,182.0,0.0,,,,,,,,,,,,8.9,,,,,0.0,0.0,,144.0,,,0.37,,,,,0.005,,,,0.005,,0.005,,0.0,,,0.593,,,0.17600000000000002,,157.0,,,,,63.0,,1.51,0.002,,,,,0.001,,,,,0.0,,,,,,,0.005,,,0.046,,,,,,0.0,,0.0,,,0.0,0.466,0.7,,0.0,,0.0,,0.002,,0.029,,0.001,,,,,0.0,0.0,0.0,67.0,,,,0.61,,,,,,,0.0,0.015,,,,,,,,,,,0.16,,,,,118.0,6.0,0.0,0.0,0.069,3.0,0.0,0.0,,,,0.87,0.0,,,5.0,81.34,,1.95
food_286,,,,0.882,0.0,1.939,2.85,2.422,,,,,,0.0,57.0,,,62.95,,0.0,40.0,,0.0,,,,,,99.3,,,,,0.6559999999999999,,0.0,,0.279,,,,,979.5,,,,,,1.3769999999999998,2.7310000000000003,0.603,0.0,,,,,,12.2,,557.0,557.0,557.0,0.0,,,,,,3.603,0.857,,0.5660000000000001,,,4.31,0.882,,1.465,,0.0,0.0,1.3769999999999998,79.0,,,21.306,0.27,,,,0.012,,,,1.365,,0.0,,0.0,,,1.541,,,1.588,1.103,252.0,,,,,718.0,0.8490000000000001,20.47,2.629,,,,,0.102,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,0.212,0.0,1.036,0.0,,0.0,,0.009000000000000001,,0.508,,0.086,,,,,0.0,0.0,0.0,24.0,,,,10.7,,,,,,,0.0,0.477,0.7659999999999999,,,,,,,,,,6.04,,0.2,0.512,0.865,67.0,3.0,0.0,0.0,0.535,4.0,0.0,0.0,,,,0.82,0.0,,,9.0,7.68,,2.76
food_291,,,,0.005,0.0,0.019,0.11,0.011,,,,,,0.0,20.0,,,88.69,,0.0,0.0,,0.0,,,,,,1.2,,,,,0.02,,0.0,,0.004,,,,,928.0,,,,,,0.005,0.003,0.005,,,,,,,0.9,,4.0,4.0,4.0,0.0,,,,,,0.029,0.004,,0.003,,,1.58,0.004,,0.006,,0.0,0.0,0.006,1.0,,,0.11,0.002,,,,0.0,,,,0.005,,0.0,,0.0,,,0.0,,,0.135,0.004,7.0,,,,,11.0,0.005,0.19,0.002,,,,,0.001,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,0.0,0.8,0.005,0.0,,0.0,,0.0,,0.005,,0.0,,,,,0.0,0.0,0.0,1.0,,,,3.35,,,,,,,0.0,0.004,0.004,,,,,,,,,,0.02,,0.003,0.002,0.005,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,10.99,,0.12
food_312,,,,,,,1.5,,,,,,,,12.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,3.0,,,,,,,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,5.3,,,,,1020.0,,,,,3.0,,,,,,,,,,,80.8,,
food_315,,,,1.123,,1.111,1.55,1.901,,,,,,,10.0,,,0.0,,,,,32.0,,,,,,,,,,,0.036000000000000004,,,,0.199,,,,,251.5,,,,,,,,,,,,,,,0.0,,8.0,8.0,8.0,0.0,,,,,,2.7710000000000004,0.8909999999999999,,0.547,,,0.41,0.855,,1.509,,,,1.705,27.0,,,0.031,0.5489999999999999,,,,,,,,,,,,,,,2.5580000000000003,,,0.173,0.725,256.0,,,,,513.0,0.6559999999999999,18.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,0.073,46.8,0.757,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,0.029,0.8140000000000001,,,,,,,,,,1.95,,0.208,0.627,0.956,46.0,14.0,1.04,,0.277,1.0,,,,,,,,,,,78.51,,0.53
food_316,,,,1.493,,1.477,1.54,2.528,,,,,,,73.0,,,0.0,,,,,50.0,,,,,,,,,,,0.065,,,,0.265,,,,,293.0,,,,,,0.201,0.259,0.151,,,,,,,0.0,,17.0,17.0,17.0,0.0,,,,,,3.685,1.185,,0.727,,,0.71,1.138,,2.007,,,,2.267,40.0,,,0.31,0.731,,,,0.07200000000000001,,,,0.101,,0.017,,0.006,,,2.8,,,0.87,0.964,282.0,,,,,331.0,0.873,24.69,0.041,,,,,0.027000000000000003,,,,,,,,,,,,0.036000000000000004,,,0.042,,,,,,0.018000000000000002,,0.095,,,24.0,0.077,16.2,1.007,,,0.001,,0.023,,0.1,,0.023,,,,,,,,49.0,,,,,,,,,,,,0.067,1.082,,,,,,,,,,0.88,,0.277,0.833,1.272,81.0,24.0,2.3,,0.135,3.8,,,,,,,,,,,72.97,,0.86
food_317,,,,1.337,0.0,1.3219999999999998,1.15,2.263,,,,,,0.0,15.0,,,0.0,,0.0,0.0,,63.0,,,,,,90.5,,,,,0.049,,0.0,,0.237,,,,,533.5,,,,,,4.181,4.553,2.397,,,,,,,0.0,,34.0,34.0,34.0,0.0,,,,,,3.299,1.061,,0.6509999999999999,,,0.34,1.018,,1.796,,0.0,0.0,2.03,30.0,,,0.016,0.654,,,,0.767,,,,2.046,,1.368,,0.0,,,8.045,,,1.475,0.863,252.0,,,,,384.0,0.7809999999999999,22.1,0.6659999999999999,,,,,0.113,,,,,0.184,,,,,,,1.273,,,0.69,,,,,,0.17,,1.457,,,69.0,0.135,41.4,0.902,0.005,,0.013,,0.5710000000000001,,1.493,,0.315,,,,,0.0,0.0,0.0,61.0,,,,0.0,,,,,,,0.0,0.34,0.969,,,,,,,,,,12.35,,0.248,0.746,1.139,230.0,69.0,2.8,0.0,0.647,3.7,13.1,526.0,,,,1.14,0.0,,,0.1,64.75,,0.43
food_320,,,,1.47,,1.454,1.4,2.488,,,,,,,12.0,,,0.0,,,,,63.0,,,,,,,,,,,0.08900000000000001,,,,0.26,,,,,461.5,,,,,,3.618,1.963,1.944,,,,,,,0.0,,14.0,14.0,14.0,0.0,,,,,,3.627,1.166,,0.715,,,0.39,1.12,,1.975,,,,2.232,34.0,,,0.021,0.7190000000000001,,,,0.482,,,,1.844,,0.551,,0.665,,,7.393,,,1.273,0.949,332.0,,,,,460.0,0.8590000000000001,24.3,0.373,,,,,0.076,,,,,0.118,,,,,,,0.094,,,0.408,,,,,,,,0.871,,,59.0,0.113,14.1,0.991,,,,,0.308,,1.175,,0.33,,,,,,,,52.0,,,,,,,,,,,,0.1,1.065,,,,,,,,,,8.23,,0.272,0.82,1.252,197.0,59.0,3.17,,0.568,1.5,,,,,,,,,,,67.0,,0.47
food_322,,,,1.367,,1.352,1.79,2.314,,,,,,,77.0,,,0.0,,,,,90.0,,,,,,,,,,,0.17800000000000002,,,,0.242,,,,,321.5,,,,,,0.8220000000000001,1.135,0.579,,,,,,,0.0,,5.0,5.0,5.0,0.0,,,,,,3.374,1.085,,0.665,,,1.15,1.041,,1.837,,,,2.076,38.0,,,0.9,0.669,,,,0.255,,,,0.522,,0.036000000000000004,,0.001,,,1.766,,,0.74,0.882,295.0,,,,,372.0,0.799,22.6,0.058,,,,,0.063,,,,,0.032,,,,,,,0.071,,,0.353,,,,,,0.023,,0.536,,,17.0,0.146,46.8,0.922,,,0.003,,0.1,,0.421,,0.053,,,,,,,,77.0,,,,,,,,,,,,0.01,0.991,,,,,,,,,,3.1,,0.253,0.763,1.164,58.0,17.0,3.97,,0.17,0.0,,,,,,,,,,,72.79,,2.12
food_337,,,,,,,0.0,,,,,,,0.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,,,,,0.0,,0.0,,,,,,,2317.0,,,,,,54.52,18.06,14.74,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,0.56,,0.06,10.96,,0.0,,21.94,,15.02,,5.85,,0.13,0.0,,,0.0,,0.0,,,,,0.0,,0.0,0.95,,,,,0.79,,,,,0.97,,0.2,0.1,,,,0.72,,,3.93,,0.28,,0.16,,3.44,,6.52,,,1044.0,0.0,2.2,,0.0,,0.1,,4.88,0.28,8.81,0.0,0.67,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,99.32,,,,,3480.0,1044.0,0.0,0.0,0.0,0.0,0.7,30.0,,,,6.28,0.0,0.0,2.1,0.0,0.25,,0.0
food_346,,,,,0.0,,0.34,,,,,,,0.0,4.0,,,12.3,,0.0,0.0,,0.0,,,,,,18.5,,,,,0.1,,0.0,,,,,,,130.0,,,,,,0.001,0.026,0.016,0.0,,,,,,2.5,,6.0,6.0,6.0,0.0,,,,,,,,,,,,0.87,,,,,0.0,0.0,,5.0,,,0.161,,,,,0.001,,,,0.001,,0.0,,0.0,,,0.36,,,0.221,,19.0,,,,,118.0,,0.88,0.019,,,,,0.006,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,0.024,0.7,,0.001,,0.002,,0.001,,0.01,,0.002,,,,,0.0,0.0,0.0,8.0,,,,2.46,,,,,,,0.0,0.011,,,,,,,,,,,0.06,,,,,0.0,0.0,0.0,0.0,0.159,1.3,0.0,0.0,,,,0.5,0.0,,,0.2,86.42,,0.38
food_367,,,,0.991,0.0,1.128,1.17,1.616,,,7.7,,,0.0,6.0,,,0.04,,0.0,0.0,,86.0,,,,,,58.8,,,,,0.065,,0.0,,0.188,,,,,370.5,,,,,,3.611,1.508,2.301,0.065,,0.042,0.022,,,0.0,,1.0,1.0,1.0,0.0,,,,,,2.611,0.838,,0.529,0.094,,0.82,0.794,,1.361,,0.0,0.0,1.509,21.0,,,0.016,0.446,0.016,,0.0,0.536,,0.0,,3.035,2.992,0.025,,0.0,,,5.575,,,1.092,0.6829999999999999,178.0,,,,,522.0,0.6579999999999999,17.44,1.324,,,,1.3030000000000002,0.071,,0.057,0.014,,0.0,,0.011,0.0,,,,0.07400000000000001,,,0.008,,,,,,0.008,,0.023,,,0.0,0.241,10.2,0.731,0.0,,0.0,,0.041,0.0,1.791,0.006999999999999999,0.456,0.005,,0.0,,0.0,0.0,0.0,60.0,,,,0.0,,,0.042,,0.022,,0.0,0.109,0.727,0.0,0.03,0.17,0.05,0.0,0.0,0.0,,,8.1,,0.147,0.604,0.826,0.0,0.0,0.56,0.0,0.512,0.0,,,,,,0.27,0.0,,,0.8,73.24,,1.47
food_370,,,,0.033,,0.029,0.69,0.161,,,,,,,5.0,,,3.18,,,,,0.0,,,,,,,,,,,0.062,,,,0.015,,,,,41.5,,,,,,0.028,0.076,0.025,0.0,,,,,,0.9,,29.0,29.0,29.0,0.0,,,,,,0.4270000000000001,0.029,,0.018000000000000002,,,0.47,0.027000000000000003,,0.042,,,,0.042,8.0,,,0.08800000000000001,0.01,,,,0.001,,,,0.028,,0.0,,0.0,,,0.593,,,0.18600000000000005,0.03,29.0,,,4.0,,212.0,0.022,1.16,0.073,,,,,0.003,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,0.034,0.4,0.031,0.0,,0.0,,0.0,,0.019,,0.006999999999999999,,,,,0.0,0.0,0.0,42.0,,,,,,,,,,,,0.046,0.029,,,,,,,,,,0.19,,0.008,0.02,0.03,1496.0,75.0,0.0,,0.06,16.0,0.0,0.0,,,,,,,,,94.78,,0.14
food_373,,,,0.322,,0.253,3.4,0.431,,,,,,,309.0,,,7.3,,,,,0.0,,,,,,,,,,,0.293,,,,0.08900000000000001,,,,,111.5,,,,,,0.15,0.35100000000000003,0.059,0.0,,,,,,4.0,,30.0,30.0,30.0,0.0,,,,,,0.521,0.249,,0.116,,,1.2,0.253,,0.35,,,,0.354,34.0,,,0.782,0.049,,,,0.002,,,,0.115,,0.013,,0.02,,,1.2,,,0.092,0.166,72.0,,,,,452.0,0.223,4.2,0.313,,,,,0.036000000000000004,,,,,,,,,,,,0.002,,,,,,,,,,,,,,0.0,0.44,0.9,0.2,,,,,0.002,,0.047,,0.005,,,,,,,,43.0,,,,,,,,,,,,0.16,0.163,,,,,,,,,,0.8,,0.038,0.175,0.226,11600.0,580.0,0.0,,0.274,80.0,0.0,0.0,,,,,,,,,84.3,,0.44
food_377,,,,0.07,0.0,0.09,0.6,0.158,,,,,,0.0,70.0,,,15.5,,,,,0.0,,,,,,,,,,,0.057,,,,0.014,,,,,162.5,,,,,,0.055,0.06,0.035,0.0,,,,,,4.5,,30.0,30.0,30.0,0.0,,,,,,0.131,0.131,,0.024,,,0.8,0.035,,0.032,,,,0.066,14.0,,,,0.027000000000000003,,,,0.006999999999999999,,,,0.048,,0.0,,0.0,,,0.5,,,0.33,0.043,22.0,,,,,196.0,0.064,1.3,0.044,,,,,0.016,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,0.05,0.7,0.045,0.0,,0.001,,0.001,,0.032,,0.001,,,,,0.0,0.0,0.0,2.0,,,,,,,,,,,0.0,0.1,0.021,,,,,,,,,,0.3,,0.012,0.022,0.055,250.0,13.0,0.0,,0.093,71.0,,,,,,,,,,,82.3,,0.11
food_380,,,,,0.0,,,,,,,,,0.0,16.0,,,19.4,,0.0,0.0,,0.0,,,,,,30.2,,,,,0.218,,0.0,,,,,,,164.0,,,,,,2.756,2.839,0.972,,,,,,,6.5,,73.0,73.0,73.0,0.0,,,,,,,,,,,,2.23,,,,,0.0,0.0,,40.0,,,,,,,,0.025,,,,2.7,,0.026,,0.002,,,0.3720000000000001,,,,,103.0,,,,,472.0,,7.25,2.459,,,,,0.378,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,0.049,4.2,,0.0,,0.0,,0.001,,0.695,,0.225,,,,,0.0,0.0,0.0,218.0,,,,2.7,,,,,,,0.0,0.142,,,,,,,,,,,6.86,,,,,,0.0,0.0,0.0,0.142,0.0,0.0,,,,,0.93,0.0,,,9.5,64.86,,0.88
food_383,,,,,0.0,,,,,,,,,0.0,13.0,,,13.12,,0.0,35.0,,0.0,,,,,,5.5,,,,,0.11,,0.0,,,,,,,50.0,,,,,,0.013,0.04,0.009000000000000001,,,,,,,1.4,,18.0,18.0,18.0,0.0,,,,,,,,,,,,0.29,,,,,0.0,0.0,,12.0,,,,,,,,0.001,,,,0.012,,0.0,,0.0,,,0.5,,,,,8.0,,,,,109.0,,0.54,0.023,,,,,0.017,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,0.032,0.1,,0.0,,0.0,,0.0,,0.005,,0.003,,,,,0.0,0.0,0.0,1.0,,,,9.85,,,,,,,0.0,0.079,,,,,,,,,,,0.12,,,,,,3.0,0.0,0.0,0.112,47.8,0.0,,,,,0.02,0.0,,,0.7,86.0,,0.12
food_386,,,,0.015,0.0,0.008,0.48,0.5660000000000001,,,0.2,,,0.0,2.0,,,9.18,9.42,0.0,199.0,,0.0,,,,,,6.2,,,,,0.08199999999999999,,117.0,,0.005,,,,,101.0,,,,,,0.0,0.0,0.0,0.0,,,,0.9,0.6,1.5,,5.0,5.0,6.0,0.0,1.39,0.0,,,1.67,0.032,0.01,,0.008,,,0.3,0.008,0.0,0.013,,130.0,0.0,0.015,8.8,,0.0,0.047,0.005,,0.0,,0.002,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.12,0.17,,0.185,0.01,26.0,,,,,131.0,0.009000000000000001,1.06,0.0,0.0,,,,0.0,0.0,,,,0.0,,,,,,,0.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,0.027000000000000003,0.0,0.016,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,13.0,0.07,,4.83,7.89,7.89,,,,,,0.0,0.034,0.008,0.01,0.03,0.04,0.0,0.0,0.0,0.0,,0.13,0.28,,0.005,0.006,0.012,332.0,21.0,0.0,0.0,0.025,2.9,0.0,0.0,,,,0.61,0.0,0.0,,2.0,89.0,,0.21
food_390,,,,0.027000000000000003,0.0,0.017,0.43,0.415,,,0.3,,,0.0,4.0,,,10.1,9.87,0.0,224.0,,0.0,,,,,,6.1,,,,,0.078,,117.0,,0.011,,,,,108.0,,,,,,0.067,0.086,0.019,0.0,,,,0.9,0.6,1.5,4.0,4.0,4.0,6.0,0.0,1.53,0.06,,,1.95,0.054000000000000006,0.02,,0.012,,,0.34,0.016,0.0,0.026,,132.0,0.0,0.028,8.0,,0.08,0.026,0.009000000000000001,,,,0.002,,,,0.065,,0.0,,0.0,,,0.8059999999999999,0.15,,0.153,0.018000000000000002,22.0,,,10.0,,122.0,0.017,0.91,0.084,,,,,0.002,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,0.031,2.1,0.031,0.0,,0.0,,0.0,,0.017,,0.002,,,,,0.0,0.0,0.0,13.0,0.0,,4.76,8.39,8.39,,,,,,0.0,0.024,0.015,0.0,0.0,0.02,0.03,0.0,0.0,0.0,,,0.27,,0.009000000000000001,0.014,0.021,326.0,24.0,0.0,0.0,0.025,4.1,0.0,0.0,,,,0.73,0.0,0.0,,3.0,88.3,,0.23
food_393,,,,,0.0,,,,,,,,,0.0,39.0,,,23.78,,0.0,0.0,,0.0,,,,,,32.2,,,,,0.202,,0.0,,,,,,,188.0,,,,,,2.8280000000000003,2.897,1.017,,,,,,,8.3,,147.0,147.0,147.0,0.0,,,,,,,,,,,,1.96,,,,,0.0,0.0,,51.0,,,,,,,,0.023,,,,2.777,,0.026,,0.0,,,0.322,,,,,135.0,,,,,386.0,,8.34,2.448,,,,,0.45,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,0.0,0.054000000000000006,4.6,,0.0,,0.0,,0.0,,0.757,,0.212,,,,,0.0,0.0,0.0,217.0,,,,0.31,,,,,,,0.0,0.181,,,,,,,,,,,7.08,,,,,,0.0,0.0,0.0,0.16699999999999998,0.5,0.0,,,,,1.62,0.0,,,10.9,59.15,,0.94
